"date","hour","so2","no2","pm25","pm10","ext_temp","ext_humi"
"2025-07-01",0,"4.03","1.98","44.67","86.65","27.52","93.50"
"2025-07-01",1,"6.25","1.03","42.40","81.24","27.29","93.47"
"2025-07-01",2,"8.00","0.96","37.17","71.11","26.60","93.29"
"2025-07-01",3,"6.17","0.94","39.93","76.52","26.45","93.36"
"2025-07-01",4,"6.96","1.27","45.73","87.96","26.53","93.93"
"2025-07-01",5,"6.81","1.05","44.67","85.89","26.72","93.93"
"2025-07-01",6,"7.58","0.86","47.02","90.84","26.83","93.58"
"2025-07-01",7,"6.74","0.74","48.02","92.47","27.00","93.51"
"2025-07-01",8,"6.54","1.80","37.35","69.64","27.42","92.76"
"2025-07-01",9,"11.67","1.64","32.04","58.85","28.61","89.05"
"2025-07-01",10,"9.98","0.91","34.91","65.55","28.43","89.04"
"2025-07-01",11,"7.89","0.82","37.06","70.17","27.69","91.61"
"2025-07-01",12,"6.07","1.41","34.76","64.83","28.43","90.18"
"2025-07-01",13,"14.36","1.69","40.44","76.82","30.89","83.34"
"2025-07-01",14,"10.87","1.30","32.10","58.99","30.20","86.08"
"2025-07-01",15,"10.20","1.61","34.82","64.97","29.96","85.28"
"2025-07-01",16,"13.97","2.23","38.54","73.16","31.73","79.15"
"2025-07-01",17,"10.98","1.15","30.45","55.66","30.41","84.03"
"2025-07-01",18,"9.13","1.48","31.77","58.88","29.47","86.58"
"2025-07-01",19,"7.64","1.89","35.84","67.38","29.04","89.15"
"2025-07-01",20,"5.74","1.84","44.05","84.79","28.83","90.86"
"2025-07-01",21,"6.13","1.96","45.96","88.51","28.67","91.46"
"2025-07-01",22,"9.16","2.83","53.71","106.20","28.47","91.17"
"2025-07-01",23,"8.77","0.77","45.57","88.11","28.47","90.04"
"2025-07-02",0,"6.87","0.51","40.91","78.18","28.04","90.70"
"2025-07-02",1,"7.53","0.63","41.09","78.70","27.71","90.86"
"2025-07-02",2,"8.60","1.04","49.26","95.89","27.55","90.78"
"2025-07-02",3,"7.63","1.50","50.96","99.88","27.45","91.53"
"2025-07-02",4,"5.50","1.35","52.30","103.15","27.28","92.58"
"2025-07-02",5,"6.04","1.46","47.41","91.75","27.25","92.89"
"2025-07-02",6,"6.43","1.15","44.67","85.79","27.23","92.84"
"2025-07-02",7,"6.53","1.24","43.30","82.34","27.70","91.56"
"2025-07-02",8,"9.03","1.33","40.51","76.33","28.27","89.67"
"2025-07-02",9,"11.21","1.62","31.97","58.90","29.16","86.42"
"2025-07-02",10,"14.79","2.68","26.61","47.82","30.55","81.84"
"2025-07-02",11,"16.78","3.84","25.31","45.38","30.91","79.86"
"2025-07-02",12,"10.96","1.64","26.48","48.44","31.75","78.16"
"2025-07-02",13,"11.38","2.01","29.31","55.04","31.74","78.25"
"2025-07-02",14,"10.00","1.46","27.56","52.02","32.43","75.94"
"2025-07-02",15,"7.26","1.74","22.24","39.82","32.76","73.14"
"2025-07-02",16,"9.78","1.18","19.95","34.82","32.85","72.26"
"2025-07-02",17,"11.31","1.54","19.98","34.88","32.91","71.58"
"2025-07-02",18,"10.43","1.10","22.32","40.44","32.33","74.74"
"2025-07-02",19,"2.60","1.20","27.65","51.66","29.13","86.45"
"2025-07-02",20,"3.51","2.49","33.40","62.56","27.82","90.35"
"2025-07-02",21,"1.90","4.87","38.88","74.30","27.63","92.13"
"2025-07-02",22,"1.96","2.88","29.55","55.17","27.48","93.14"
"2025-07-02",23,"3.00","1.77","26.41","49.03","27.45","93.08"
