"date","hour","so2","no2","pm25","pm10","ext_temp","ext_humi"
"2025-07-01",0,"10.33","44.67","29.32","50.38","28.27","91.80"
"2025-07-01",1,"10.34","36.30","29.39","50.48","28.07","92.70"
"2025-07-01",2,"10.37","33.91","27.66","47.55","27.86","92.87"
"2025-07-01",3,"10.73","39.62","23.77","40.78","27.59","92.78"
"2025-07-01",4,"10.36","36.19","23.01","39.44","27.54","93.22"
"2025-07-01",5,"8.65","35.46","21.91","37.62","27.61","93.07"
"2025-07-01",6,"8.69","38.91","21.21","36.41","27.49","93.52"
"2025-07-01",7,"10.35","38.33","23.47","40.23","28.10","92.28"
"2025-07-01",8,"10.31","35.42","23.70","40.71","29.11","89.19"
"2025-07-01",9,"10.27","33.29","22.88","39.48","30.20","85.23"
"2025-07-01",10,"8.52","24.89","24.10","41.98","31.11","81.14"
"2025-07-01",11,"10.23","30.41","24.89","43.02","31.89","79.44"
"2025-07-01",12,"10.08","25.82","26.66","46.34","33.62","73.67"
"2025-07-01",13,"8.46","23.11","29.28","51.12","34.42","69.81"
"2025-07-01",14,"10.18","32.86","30.79","53.80","34.29","69.57"
"2025-07-01",15,"9.12","63.79","28.72","51.02","33.15","74.30"
"2025-07-01",16,"6.79","61.81","29.73","53.11","33.15","73.53"
"2025-07-01",17,"10.22","62.45","32.47","57.72","32.51","75.21"
"2025-07-01",18,"10.20","93.14","32.13","57.54","31.37","78.57"
"2025-07-01",19,"10.31","110.58","30.14","53.92","30.39","82.28"
"2025-07-01",20,"10.29","110.23","29.40","52.58","29.74","85.06"
"2025-07-01",21,"10.32","85.34","30.05","53.13","29.41","85.09"
"2025-07-01",22,"10.35","82.91","29.29","51.50","29.16","86.26"
"2025-07-01",23,"9.04","63.13","27.47","47.91","28.87","88.28"
"2025-07-02",0,"9.49","58.44","26.30","45.58","28.67","89.20"
"2025-07-02",1,"10.24","47.63","25.95","44.75","28.38","90.62"
"2025-07-02",2,"10.34","36.91","25.69","44.28","28.13","91.47"
"2025-07-02",3,"10.37","27.39","24.23","41.64","27.98","91.71"
"2025-07-02",4,"10.34","39.47","24.58","42.48","28.02","92.11"
"2025-07-02",5,"10.34","38.48","23.70","40.68","28.05","92.17"
"2025-07-02",6,"10.34","32.93","23.07","40.17","28.09","92.20"
