"date","hour","so2","no2","pm25","pm10","ext_temp","ext_humi"
"2025-07-01",0,"3.37","3.94","31.41","53.65","28.85","83.54"
"2025-07-01",1,"3.35","3.04","30.01","51.23","28.69","84.08"
"2025-07-01",2,"3.43","3.60","28.07","47.85","28.55","84.75"
"2025-07-01",3,"3.56","3.12","27.41","46.61","29.27","84.35"
"2025-07-01",4,"3.62","3.13","26.23","44.55","28.55","84.58"
"2025-07-01",5,"3.61","3.40","25.18","42.68","28.53","84.56"
"2025-07-01",6,"3.71","3.52","24.27","41.43","28.72","83.84"
"2025-07-01",7,"3.97","2.89","26.02","44.31","29.25","82.67"
"2025-07-01",8,"4.21","1.58","23.94","40.66","30.01","79.78"
"2025-07-01",9,"4.29","1.75","22.99","38.87","30.76","76.69"
"2025-07-01",10,"4.81","0.59","25.85","44.90","32.33","71.21"
"2025-07-01",11,"4.89","0.60","27.08","46.62","33.02","68.83"
"2025-07-01",12,"4.33","2.17","28.30","48.54","30.95","74.97"
"2025-07-01",13,"3.62","10.46","34.20","57.85","28.43","86.94"
"2025-07-01",14,"4.32","5.17","30.43","51.36","29.74","81.53"
"2025-07-01",15,"4.67","1.11","28.85","48.73","31.07","76.62"
"2025-07-01",16,"4.28","2.58","27.19","45.84","30.49","78.30"
"2025-07-01",17,"4.21","3.13","26.32","44.52","30.49","78.92"
"2025-07-01",18,"4.00","3.75","44.86","76.75","30.55","77.17"
"2025-07-01",19,"3.94","2.95","34.78","59.36","30.12","78.06"
"2025-07-01",20,"4.09","2.92","56.01","96.12","29.83","77.86"
"2025-07-01",21,"3.85","3.27","35.73","61.12","29.65","78.06"
"2025-07-01",22,"3.69","3.67","38.14","65.26","29.37","79.68"
"2025-07-01",23,"3.67","3.94","32.59","55.77","29.16","81.60"
"2025-07-02",0,"3.70","3.88","29.27","50.01","28.95","83.33"
"2025-07-02",1,"3.69","3.40","22.86","38.76","28.77","84.07"
"2025-07-02",2,"3.62","3.31","21.78","37.01","28.56","84.19"
"2025-07-02",3,"3.77","4.50","22.41","38.31","28.32","85.77"
"2025-07-02",4,"3.73","4.63","21.47","36.73","28.12","86.42"
"2025-07-02",5,"3.74","4.30","21.63","37.01","27.92","86.76"
"2025-07-02",6,"3.76","3.98","20.29","34.64","27.98","86.09"
"2025-07-02",7,"4.23","3.53","23.70","40.60","28.79","84.45"
"2025-07-02",8,"6.13","1.14","22.62","39.16","32.23","73.80"
"2025-07-02",9,"5.56","0.61","21.23","36.51","33.05","69.12"
"2025-07-02",10,"5.08","0.97","21.91","37.99","32.30","70.44"
"2025-07-02",11,"6.71","1.95","22.46","38.78","33.06","68.14"
"2025-07-02",12,"6.08","0.61","20.90","36.39","34.87","64.64"
"2025-07-02",13,"5.90","0.61","22.34","39.46","34.99","64.02"
"2025-07-02",14,"5.67","1.35","21.81","38.52","34.08","66.00"
"2025-07-02",15,"5.24","3.31","20.32","35.23","33.85","65.83"
"2025-07-02",16,"5.28","1.53","19.87","34.20","33.05","68.66"
"2025-07-02",17,"3.76","10.98","17.77","29.86","26.99","87.75"
"2025-07-02",18,"3.73","8.61","15.83","26.09","28.04","86.68"
"2025-07-02",19,"4.14","7.21","32.19","54.54","27.81","87.22"
"2025-07-02",20,"4.84","5.49","60.80","104.57","28.00","87.83"
"2025-07-02",21,"4.45","3.97","31.07","52.83","28.17","86.88"
"2025-07-02",22,"4.29","3.00","24.77","41.99","28.30","85.14"
"2025-07-02",23,"4.21","2.83","18.30","30.74","28.46","84.74"
"2025-07-03",0,"4.16","2.94","21.69","36.89","28.20","86.25"
"2025-07-03",1,"4.13","2.30","19.89","33.71","28.49","85.71"
"2025-07-03",2,"4.23","2.67","21.20","36.98","28.63","86.17"
"2025-07-03",3,"3.85","2.08","24.02","40.82","28.57","85.36"
"2025-07-03",4,"3.87","2.74","24.01","40.80","28.49","86.40"
"2025-07-03",5,"3.63","3.19","25.16","42.71","28.32","86.76"
"2025-07-03",6,"3.79","2.31","23.87","40.51","28.46","86.51"
"2025-07-03",7,"4.08","1.51","21.91","37.14","29.88","81.57"
"2025-07-03",8,"4.16","1.34","20.78","35.18","29.93","80.58"
"2025-07-03",9,"3.97","3.23","20.66","34.91","29.98","80.87"
"2025-07-03",10,"4.68","1.61","19.33","32.51","31.84","74.44"
"2025-07-03",11,"4.87","1.19","19.07","32.16","32.45","72.08"
"2025-07-03",12,"5.49","0.61","18.07","30.52","35.18","64.03"
"2025-07-03",13,"5.63","0.60","19.17","32.48","35.78","61.75"
"2025-07-03",14,"5.68","0.86","20.13","34.26","34.35","65.76"
"2025-07-03",15,"4.59","6.07","19.96","34.48","30.96","76.74"
"2025-07-03",16,"4.30","7.70","18.91","31.68","29.73","82.90"
"2025-07-03",17,"3.81","6.66","21.43","35.76","28.95","84.72"
"2025-07-03",18,"4.04","4.82","37.42","63.73","29.19","84.35"
"2025-07-03",19,"4.39","4.29","52.09","89.25","29.16","84.93"
"2025-07-03",20,"4.28","4.19","33.86","58.01","29.02","84.76"
"2025-07-03",21,"4.21","3.77","30.64","52.48","28.96","84.89"
"2025-07-03",22,"4.16","2.96","27.48","47.12","28.89","84.10"
"2025-07-03",23,"3.89","3.10","27.11","46.47","28.66","84.63"
"2025-07-04",0,"3.87","3.06","29.90","51.55","28.57","85.36"
"2025-07-04",1,"3.79","2.88","31.54","54.08","28.62","85.65"
"2025-07-04",2,"3.63","2.90","35.49","60.81","28.50","86.36"
"2025-07-04",3,"3.46","1.82","28.30","48.45","28.14","85.42"
"2025-07-04",4,"3.44","0.77","27.18","46.50","27.95","85.73"
"2025-07-04",5,"3.75","0.69","29.33","50.36","28.01","86.50"
"2025-07-04",6,"3.88","1.16","30.07","51.53","27.98","86.88"
"2025-07-04",7,"4.20","0.61","30.12","51.64","29.18","83.74"
"2025-07-04",8,"5.00","0.62","32.30","55.49","31.46","76.15"
"2025-07-04",9,"5.21","0.60","35.47","61.78","32.16","73.40"
"2025-07-04",10,"4.92","1.56","38.13","65.87","31.11","77.64"
