"date","hour","so2","no2","pm25","pm10","ext_temp","ext_humi"
"2025-07-01",0,"14.45","79.09","34.87","61.58","29.21","89.84"
"2025-07-01",1,"13.02","78.83","35.53","61.90","28.90","89.95"
"2025-07-01",2,"11.11","72.42","34.52","60.50","28.66","90.30"
"2025-07-01",3,"10.81","72.08","31.41","55.03","28.59","90.15"
"2025-07-01",4,"12.76","80.44","31.59","56.48","28.66","90.38"
"2025-07-01",5,"13.07","68.33","32.97","59.58","28.66","90.54"
"2025-07-01",6,"11.04","76.92","30.63","55.28","28.82","90.09"
"2025-07-01",7,"13.43","68.23","30.99","55.61","29.29","88.27"
"2025-07-01",8,"13.28","59.16","27.70","50.16","30.04","84.92"
"2025-07-01",9,"18.59","33.32","26.07","47.29","32.38","76.06"
"2025-07-01",10,"15.37","37.16","27.79","50.14","33.67","71.75"
"2025-07-01",11,"17.00","44.73","29.05","52.21","34.44","69.61"
"2025-07-01",12,"14.66","40.46","30.35","53.94","36.30","63.19"
"2025-07-01",13,"17.79","40.13","32.47","58.05","37.27","60.66"
"2025-07-01",14,"19.36","30.73","31.22","55.64","36.86","57.91"
"2025-07-01",15,"21.93","62.19","32.44","57.75","36.86","61.31"
"2025-07-01",16,"22.08","86.45","35.19","63.17","35.77","63.87"
"2025-07-01",17,"19.68","58.10","35.37","64.07","36.06","62.52"
"2025-07-01",18,"20.53","39.67","36.04","64.54","33.92","68.51"
"2025-07-01",19,"19.42","98.17","35.26","62.71","32.26","72.85"
"2025-07-01",20,"18.78","134.11","36.37","64.25","31.13","77.16"
"2025-07-01",21,"17.46","125.05","34.66","61.75","30.70","79.60"
"2025-07-01",22,"15.89","99.17","36.88","66.84","30.34","81.63"
"2025-07-01",23,"13.41","29.50","35.14","63.24","30.13","83.39"
"2025-07-02",0,"14.52","72.14","32.98","58.56","29.82","85.43"
"2025-07-02",1,"13.27","88.97","33.53","59.90","29.82","86.00"
"2025-07-02",2,"11.29","72.61","33.17","58.05","29.70","86.81"
"2025-07-02",3,"13.05","60.72","31.97","57.81","29.41","87.72"
"2025-07-02",4,"13.16","72.85","30.02","53.30","29.30","88.45"
"2025-07-02",5,"13.08","67.83","30.68","54.70","29.30","88.44"
"2025-07-02",6,"13.05","83.28","31.20","57.66","29.23","88.23"
"2025-07-02",7,"14.23","74.94","35.05","63.27","29.77","87.15"
"2025-07-02",8,"12.50","44.26","33.03","62.59","31.14","82.42"
"2025-07-02",9,"14.27","29.02","29.39","53.19","32.58","76.42"
"2025-07-02",10,"17.09","48.98","29.80","55.30","33.48","73.32"
"2025-07-02",11,"16.14","36.05","25.20","46.90","34.90","68.33"
"2025-07-02",12,"20.07","41.42","22.91","41.80","35.75","65.14"
"2025-07-02",13,"18.90","32.61","23.39","42.94","37.30","59.93"
"2025-07-02",14,"15.30","26.56","22.50","41.46","37.22","58.10"
"2025-07-02",15,"20.34","31.30","21.57","38.98","37.27","56.19"
"2025-07-02",16,"30.78","94.31","25.62","45.68","36.31","62.43"
"2025-07-02",17,"24.61","96.09","25.40","44.72","35.58","65.86"
"2025-07-02",18,"21.54","97.66","21.28","39.96","34.11","67.27"
"2025-07-02",19,"21.91","130.88","22.30","42.70","32.68","71.46"
"2025-07-02",20,"26.05","137.50","31.35","57.65","32.09","76.33"
"2025-07-02",21,"22.18","112.78","34.00","60.77","31.52","79.00"
"2025-07-02",22,"21.68","115.76","30.37","55.59","31.40","80.78"
"2025-07-02",23,"21.24","96.98","26.88","50.37","31.13","82.53"
"2025-07-03",0,"17.77","99.83","25.42","45.62","30.91","83.52"
"2025-07-03",1,"15.44","89.42","26.16","47.51","30.77","84.44"
"2025-07-03",2,"14.60","90.62","29.45","52.66","30.39","86.08"
"2025-07-03",3,"20.77","99.10","34.41","61.76","30.05","86.77"
"2025-07-03",4,"14.31","88.86","34.29","62.02","30.00","87.45"
"2025-07-03",5,"13.81","96.44","34.85","62.41","29.75","87.91"
"2025-07-03",6,"8.13","84.40","35.01","63.14","29.63","88.49"
"2025-07-03",7,"12.73","63.74","34.53","62.42","30.37","86.52"
"2025-07-03",8,"13.83","44.41","31.67","60.68","32.00","79.86"
"2025-07-03",9,"10.01","41.63","28.34","52.23","33.66","73.26"
"2025-07-03",10,"14.84","31.93","28.26","53.77","35.66","66.16"
"2025-07-03",11,"19.97","174.03","31.82","55.56","30.95","82.07"
"2025-07-03",12,"18.45","65.96","28.91","50.32","33.52","78.10"
"2025-07-03",13,"14.42","29.04","23.40","41.45","35.47","67.89"
"2025-07-03",14,"15.32","26.45","27.26","47.86","36.83","61.98"
"2025-07-03",15,"16.07","33.72","30.41","53.49","37.22","60.23"
"2025-07-03",16,"22.54","106.52","31.90","56.35","35.39","66.42"
"2025-07-03",17,"24.68","137.53","33.87","61.97","33.81","71.94"
"2025-07-03",18,"22.82","147.49","37.00","67.98","32.55","77.48"
"2025-07-03",19,"29.17","106.70","40.95","75.43","32.03","79.88"
"2025-07-03",20,"26.66","124.22","48.20","86.33","31.64","82.47"
"2025-07-03",21,"19.09","98.97","30.34","53.31","30.27","85.35"
