"date","hour","so2","no2","pm25","pm10","ext_temp","ext_humi"
"2025-07-01",0,"1.02","1.61","32.85","61.31","27.39","98.27"
"2025-07-01",1,"0.92","1.50","35.24","65.91","27.36","98.28"
"2025-07-01",2,"0.74","1.44","33.69","62.67","27.09","98.38"
"2025-07-01",3,"0.66","1.43","31.19","57.87","26.56","98.10"
"2025-07-01",4,"0.56","1.28","38.92","73.67","26.54","98.40"
"2025-07-01",5,"0.62","1.25","41.71","79.34","26.78","98.40"
"2025-07-01",6,"0.61","1.30","42.16","80.06","26.87","98.28"
"2025-07-01",7,"0.75","1.32","43.14","81.77","27.42","97.57"
"2025-07-01",8,"0.84","1.40","37.80","70.50","27.88","96.25"
"2025-07-01",9,"1.07","1.99","31.57","57.83","29.38","90.83"
"2025-07-01",10,"0.79","2.23","28.52","51.80","29.43","90.34"
"2025-07-01",11,"0.82","1.68","34.60","64.18","28.60","94.97"
"2025-07-01",12,"0.89","1.31","29.05","52.70","28.58","95.00"
"2025-07-01",13,"2.14","2.58","33.33","61.34","33.11","81.31"
"2025-07-01",14,"1.06","3.53","28.86","52.10","31.95","83.55"
"2025-07-01",15,"0.83","2.83","29.51","54.00","31.59","83.71"
"2025-07-01",16,"0.75","2.30","31.42","57.75","32.19","80.97"
"2025-07-01",17,"0.80","3.38","29.60","53.97","32.21","81.08"
"2025-07-01",18,"0.58","1.90","32.67","60.10","30.35","87.49"
"2025-07-01",19,"0.60","1.28","36.44","68.25","29.12","91.48"
"2025-07-01",20,"0.66","1.09","41.36","78.83","28.77","94.48"
"2025-07-01",21,"0.71","1.08","43.52","82.90","28.71","95.51"
"2025-07-01",22,"0.71","1.13","41.02","77.92","28.49","95.89"
"2025-07-01",23,"0.74","1.18","43.13","82.25","28.27","96.14"
"2025-07-02",0,"0.81","1.29","42.22","80.81","28.07","97.01"
"2025-07-02",1,"0.84","1.39","39.04","74.05","27.75","96.69"
"2025-07-02",2,"0.88","1.35","39.44","75.22","27.63","96.25"
"2025-07-02",3,"0.82","1.37","43.21","82.78","27.52","96.20"
"2025-07-02",4,"0.84","1.37","43.44","83.27","27.36","96.87"
"2025-07-02",5,"0.81","1.32","43.76","83.81","27.36","97.45"
"2025-07-02",6,"0.82","1.32","42.83","81.58","27.35","97.18"
"2025-07-02",7,"0.89","1.32","42.14","79.66","28.02","94.97"
"2025-07-02",8,"1.02","1.69","39.59","74.22","29.06","91.19"
"2025-07-02",9,"1.25","2.65","35.34","65.37","30.41","86.50"
"2025-07-02",10,"1.06","3.20","30.10","54.70","31.71","81.80"
"2025-07-02",11,"0.85","4.67","25.13","44.69","33.33","76.47"
"2025-07-02",12,"0.51","3.73","23.48","41.70","32.78","78.67"
"2025-07-02",13,"0.91","4.02","27.68","50.82","34.31","75.45"
"2025-07-02",14,"1.56","4.04","24.92","45.28","34.53","74.53"
"2025-07-02",15,"2.95","5.18","22.41","40.11","35.56","70.80"
