"date","hour","so2","no2","pm25","pm10","ext_temp","ext_humi"
"2025-07-01",0,"13.91","50.02","49.52","94.86","28.30","83.45"
"2025-07-01",1,"12.36","41.42","44.76","85.06","28.11","84.14"
"2025-07-01",2,"10.84","34.35","39.18","73.02","28.01","84.06"
"2025-07-01",3,"11.18","36.63","39.64","76.97","28.07","84.03"
"2025-07-01",4,"11.43","36.18","40.10","80.56","27.94","84.59"
"2025-07-01",5,"11.52","38.31","39.53","80.95","27.98","84.61"
"2025-07-01",6,"12.30","40.23","43.66","83.61","28.07","84.59"
"2025-07-01",7,"12.35","33.45","41.11","76.59","28.88","82.05"
"2025-07-01",8,"13.52","29.36","49.94","89.31","29.66","80.26"
"2025-07-01",9,"14.32","23.53","33.50","62.41","30.93","75.60"
"2025-07-01",10,"15.60","10.77","31.73","60.77","32.81","68.59"
"2025-07-01",11,"16.89","11.51","33.74","62.74","33.84","65.41"
"2025-07-01",12,"16.33","11.77","34.84","63.96","33.60","65.66"
"2025-07-01",13,"13.09","51.48","40.40","71.84","29.32","79.88"
"2025-07-01",14,"13.83","52.61","40.13","71.95","29.59","80.70"
"2025-07-01",15,"14.65","38.54","42.43","81.45","31.61","74.97"
"2025-07-01",16,"15.20","23.84","37.36","71.85","32.03","72.01"
"2025-07-01",17,"14.67","30.93","37.23","69.61","31.08","74.33"
"2025-07-01",18,"16.06","38.65","39.00","73.34","30.72","76.20"
"2025-07-01",19,"14.64","38.45","45.65","84.96","30.24","77.18"
"2025-07-01",20,"15.54","42.97","51.36","94.81","29.65","78.34"
"2025-07-01",21,"15.40","43.59","50.48","94.69","29.44","78.86"
"2025-07-01",22,"13.30","32.81","44.09","80.84","29.13","78.44"
"2025-07-01",23,"14.55","39.64","46.82","90.72","29.02","78.92"
"2025-07-02",0,"12.76","38.28","44.09","82.23","28.70","80.79"
"2025-07-02",1,"12.27","39.75","47.10","93.17","28.51","81.99"
"2025-07-02",2,"11.86","33.55","39.82","75.21","28.25","83.58"
"2025-07-02",3,"11.57","36.44","34.57","68.75","27.94","84.07"
"2025-07-02",4,"11.06","38.99","31.44","64.46","27.74","84.65"
"2025-07-02",5,"11.30","40.06","34.12","69.58","27.58","84.83"
"2025-07-02",6,"12.16","38.69","40.43","82.69","27.63","84.71"
"2025-07-02",7,"12.57","33.41","36.42","71.36","28.30","83.48"
"2025-07-02",8,"14.30","28.17","38.26","74.43","29.76","79.06"
"2025-07-02",9,"16.06","12.76","32.06","63.12","32.09","71.34"
"2025-07-02",10,"17.37","8.95","37.25","70.66","33.63","65.38"
"2025-07-02",11,"18.10","5.95","27.50","53.17","35.00","60.80"
"2025-07-02",12,"18.63","11.19","35.28","68.94","35.31","60.26"
"2025-07-02",13,"18.68","15.48","30.34","60.66","35.38","59.86"
"2025-07-02",14,"19.16","9.84","27.70","54.79","36.69","56.07"
"2025-07-02",15,"18.42","18.25","30.79","58.05","35.45","59.70"
"2025-07-02",16,"18.30","27.31","28.73","57.17","34.26","63.45"
"2025-07-02",17,"16.63","34.09","25.36","49.60","32.28","69.64"
"2025-07-02",18,"13.95","59.61","25.03","46.73","28.94","80.73"
"2025-07-02",19,"13.84","50.73","30.17","53.06","28.70","82.43"
"2025-07-02",20,"14.34","42.34","27.15","51.05","28.64","82.42"
"2025-07-02",21,"13.57","38.77","26.91","51.39","28.45","83.42"
