"date","hour","so2","no2","pm25","pm10","ext_temp","ext_humi"
"2025-07-01",0,"1.18","3.00","37.85","64.64","27.95","90.38"
"2025-07-01",1,"1.05","2.63","35.62","60.50","31.66","90.41"
"2025-07-01",2,"1.04","2.50","31.07","52.90","27.73","90.37"
"2025-07-01",3,"1.05","2.88","29.27","49.80","27.74","90.40"
"2025-07-01",4,"0.55","2.98","28.51","48.47","27.64","90.80"
"2025-07-01",5,"0.27","3.13","27.34","46.48","27.48","91.11"
"2025-07-01",6,"0.30","2.72","26.27","44.59","27.64","92.61"
"2025-07-01",7,"0.47","2.82","25.56","43.25","28.94","87.34"
"2025-07-01",8,"0.95","5.15","24.08","40.57","30.06","84.57"
"2025-07-01",9,"1.09","3.08","22.67","37.98","30.96","82.01"
"2025-07-01",10,"2.58","6.37","23.77","40.01","32.68","77.22"
"2025-07-01",11,"2.36","5.86","26.09","44.23","33.61","73.67"
"2025-07-01",12,"1.17","4.74","26.64","45.27","31.11","81.19"
"2025-07-01",13,"1.24","3.24","29.18","49.40","31.58","80.59"
"2025-07-01",14,"0.86","1.07","28.97","48.94","30.21","84.41"
"2025-07-01",15,"0.75","1.28","29.31","53.69","38.82","83.55"
"2025-07-01",16,"1.30","3.56","30.71","51.71","35.71","81.76"
"2025-07-01",17,"0.83","1.84","28.19","47.73","30.80","83.92"
"2025-07-01",18,"0.89","2.00","33.55","57.06","33.98","83.19"
"2025-07-01",19,"0.70","2.49","35.31","64.72","38.12","84.92"
"2025-07-01",20,"0.67","2.41","37.27","63.93","29.31","86.37"
"2025-07-01",21,"0.74","3.11","36.50","62.56","29.14","86.45"
"2025-07-01",22,"0.88","2.79","33.54","57.30","28.93","86.11"
"2025-07-01",23,"0.88","7.61","36.63","62.72","28.66","90.12"
"2025-07-02",0,"1.00","3.89","34.24","58.53","28.61","86.68"
"2025-07-02",1,"0.76","5.04","29.79","50.84","28.29","87.78"
"2025-07-02",2,"0.54","3.99","30.00","51.24","27.99","91.25"
"2025-07-02",3,"0.42","2.90","30.55","52.32","27.82","89.98"
"2025-07-02",4,"0.28","1.92","26.01","44.30","27.69","90.46"
"2025-07-02",5,"0.28","2.19","22.87","38.87","27.57","90.64"
"2025-07-02",6,"0.25","2.00","21.74","36.92","27.54","92.42"
"2025-07-02",7,"0.49","2.36","21.89","41.48","36.64","90.83"
"2025-07-02",8,"0.50","3.11","21.59","36.67","29.30","86.48"
"2025-07-02",9,"1.89","4.32","20.85","35.17","31.52","80.53"
"2025-07-02",10,"2.76","8.90","20.18","34.09","32.90","75.11"
"2025-07-02",11,"2.06","5.00","20.18","34.12","33.88","72.09"
"2025-07-02",12,"2.02","7.05","20.45","34.93","35.05","68.53"
"2025-07-02",13,"1.57","4.76","20.80","35.60","34.26","70.97"
"2025-07-02",14,"1.72","3.40","20.20","34.59","34.68","69.09"
"2025-07-02",15,"1.91","4.97","20.01","34.24","34.59","69.29"
"2025-07-02",16,"1.34","2.04","19.92","34.48","32.93","77.96"
"2025-07-02",17,"1.18","2.06","19.59","33.81","32.77","75.82"
"2025-07-02",18,"1.79","4.36","17.12","28.77","28.25","89.04"
"2025-07-02",19,"1.20","4.10","17.01","28.57","28.02","88.90"
"2025-07-02",20,"0.59","1.78","20.26","33.89","32.02","89.08"
"2025-07-02",21,"0.58","1.32","20.37","34.55","28.05","89.71"
"2025-07-02",22,"0.82","2.45","24.43","41.55","32.04","89.12"
"2025-07-02",23,"1.20","3.67","22.55","38.36","28.32","89.86"
"2025-07-03",0,"1.00","4.09","23.31","39.81","28.19","90.31"
"2025-07-03",1,"0.98","4.53","22.03","37.78","28.10","89.78"
