"date","hour","so2","no2","pm25","pm10","ext_temp","ext_humi"
"2025-07-01",0,"2.36","4.99","23.76","40.37","27.96","93.53"
"2025-07-01",1,"2.32","5.48","23.11","39.24","27.84","93.94"
"2025-07-01",2,"2.36","3.69","23.65","40.08","27.80","94.30"
"2025-07-01",3,"2.30","2.31","26.66","45.45","27.68","94.64"
"2025-07-01",4,"2.32","2.70","28.64","48.88","27.61","94.77"
"2025-07-01",5,"2.40","1.67","29.94","51.12","27.59","94.63"
"2025-07-01",6,"2.22","3.62","28.62","48.91","27.76","94.12"
"2025-07-01",7,"2.58","3.86","28.30","48.38","28.25","93.15"
"2025-07-01",8,"2.44","3.50","28.52","48.82","29.06","90.71"
"2025-07-01",9,"2.09","5.00","29.05","49.82","30.53","85.36"
"2025-07-01",10,"1.79","6.08","27.60","47.11","31.66","81.05"
"2025-07-01",11,"1.84","5.71","26.95","46.05","32.55","78.65"
"2025-07-01",12,"2.20","4.91","27.26","46.31","33.37","76.03"
"2025-07-01",13,"1.80","5.74","24.41","41.22","33.58","74.89"
"2025-07-01",14,"1.82","6.93","22.36","37.68","34.84","70.03"
"2025-07-01",15,"2.01","5.54","21.21","36.03","32.97","76.21"
"2025-07-01",16,"2.13","6.01","18.21","30.75","31.76","79.25"
"2025-07-01",17,"3.60","4.90","19.03","32.03","31.45","85.06"
"2025-07-01",18,"2.92","4.14","18.35","30.53","31.03","83.53"
"2025-07-01",19,"2.18","3.65","17.48","29.10","29.11","87.37"
"2025-07-01",20,"2.40","3.58","19.77","33.34","28.43","90.64"
"2025-07-01",21,"2.64","3.50","21.42","36.53","28.20","92.42"
"2025-07-01",22,"2.88","2.90","23.08","39.56","28.09","93.58"
"2025-07-01",23,"3.03","4.48","22.84","39.23","28.13","93.98"
"2025-07-02",0,"3.20","5.83","24.11","41.64","28.03","94.73"
"2025-07-02",1,"3.06","4.51","22.67","38.91","27.95","94.79"
"2025-07-02",2,"2.87","3.49","20.88","35.49","27.72","94.75"
"2025-07-02",3,"2.78","2.16","19.04","31.85","27.52","93.72"
"2025-07-02",4,"2.88","2.05","19.01","32.03","27.25","94.60"
"2025-07-02",5,"2.98","2.02","19.01","32.28","27.08","95.04"
"2025-07-02",6,"3.29","3.12","23.54","40.88","27.51","95.71"
"2025-07-02",7,"3.59","4.04","30.61","53.27","28.70","92.98"
"2025-07-02",8,"3.15","3.90","24.17","41.98","29.52","89.13"
"2025-07-02",9,"2.60","5.10","24.30","42.35","30.29","86.08"
"2025-07-02",10,"3.05","4.21","24.02","41.35","31.14","83.75"
"2025-07-02",11,"2.87","4.76","23.90","41.18","31.84","81.33"
"2025-07-02",12,"3.23","6.30","30.49","52.83","33.47","75.94"
"2025-07-02",13,"3.08","6.29","31.82","54.81","34.24","72.61"
"2025-07-02",14,"3.18","4.60","30.59","53.14","34.82","71.04"
"2025-07-02",15,"5.03","5.01","26.24","45.22","32.71","79.62"
"2025-07-02",16,"4.04","5.51","22.66","38.47","34.53","72.85"
"2025-07-02",17,"3.85","8.16","21.77","38.27","33.63","75.44"
"2025-07-02",18,"4.03","4.19","22.29","37.87","32.01","80.17"
"2025-07-02",19,"3.31","3.28","21.75","36.59","29.38","87.87"
"2025-07-02",20,"3.00","3.72","18.43","30.88","28.34","89.89"
"2025-07-02",21,"3.21","3.60","19.44","32.61","28.50","92.25"
"2025-07-02",22,"3.21","3.18","19.36","32.49","28.82","91.71"
"2025-07-02",23,"3.12","3.63","19.16","32.13","28.73","91.41"
"2025-07-03",0,"2.77","5.86","18.98","32.10","28.30","92.79"
"2025-07-03",1,"2.84","4.29","20.27","34.81","28.06","93.62"
"2025-07-03",2,"2.84","2.44","20.14","34.68","28.09","92.84"
"2025-07-03",3,"2.69","2.01","20.64","35.83","28.14","93.28"
"2025-07-03",4,"2.71","2.17","20.86","35.66","27.89","94.09"
"2025-07-03",5,"2.60","2.07","21.21","35.67","27.65","94.61"
"2025-07-03",6,"2.49","2.96","17.93","29.86","27.16","95.09"
"2025-07-03",7,"2.65","4.52","18.12","30.20","27.96","93.13"
"2025-07-03",9,"2.76","4.72","19.51","32.68","30.35","86.23"
