"date","hour","so2","no2","pm25","pm10","ext_temp","ext_humi"
"2025-07-01",0,"1.00","1.25","31.80","55.22","28.60","94.44"
"2025-07-01",1,"1.13","1.13","29.39","51.06","28.52","94.91"
"2025-07-01",2,"1.13","1.15","27.23","46.94","28.38","95.45"
"2025-07-01",3,"1.11","1.14","26.47","45.73","28.07","96.61"
"2025-07-01",4,"1.10","0.99","26.01","44.86","28.01","96.75"
"2025-07-01",5,"1.11","0.88","24.95","43.16","28.00","97.15"
"2025-07-01",6,"1.19","0.90","26.19","45.46","28.12","97.19"
"2025-07-01",7,"1.32","0.98","26.02","45.16","28.93","94.50"
"2025-07-01",8,"1.39","1.10","24.32","42.00","29.99","90.52"
"2025-07-01",9,"1.40","1.48","23.12","39.84","32.00","83.20"
"2025-07-01",10,"0.71","2.44","25.73","45.35","33.10","78.08"
"2025-07-01",11,"1.21","2.48","28.72","50.36","30.37","86.26"
"2025-07-01",12,"1.35","1.99","31.67","55.36","32.51","83.15"
"2025-07-01",13,"0.63","2.26","30.66","54.29","33.69","75.57"
"2025-07-01",14,"0.61","2.23","31.89","55.82","33.41","77.53"
"2025-07-01",15,"1.08","2.00","32.47","57.44","32.37","80.72"
"2025-07-01",16,"1.25","1.92","31.45","55.98","31.53","82.53"
"2025-07-01",17,"0.94","1.80","31.77","55.84","31.27","82.59"
"2025-07-01",18,"0.73","1.52","33.68","60.16","31.07","83.72"
"2025-07-01",19,"0.70","1.32","33.11","58.68","30.53","85.80"
"2025-07-01",20,"0.83","1.46","31.27","54.98","30.00","86.94"
"2025-07-01",21,"0.79","1.45","32.04","55.74","29.71","87.86"
"2025-07-01",22,"0.76","1.17","31.96","56.28","29.43","90.07"
"2025-07-01",23,"0.80","1.27","30.26","52.58","29.16","90.90"
"2025-07-02",0,"0.88","1.15","27.69","48.38","28.89","92.38"
"2025-07-02",1,"0.84","1.20","28.37","49.95","28.73","93.64"
"2025-07-02",2,"0.92","1.25","27.93","48.38","28.41","96.04"
"2025-07-02",3,"1.04","1.55","38.70","67.10","28.15","97.05"
"2025-07-02",4,"1.10","1.26","28.51","49.57","28.05","97.40"
"2025-07-02",5,"1.11","1.26","21.89","38.26","27.90","97.88"
"2025-07-02",6,"1.15","1.43","22.13","38.98","27.88","98.69"
"2025-07-02",7,"1.37","1.05","23.37","41.08","29.05","95.30"
"2025-07-02",8,"1.38","1.54","22.04","38.62","30.99","87.02"
"2025-07-02",9,"1.01","2.32","20.48","35.60","32.31","79.81"
"2025-07-02",10,"0.69","2.09","20.60","36.75","32.59","79.01"
"2025-07-02",11,"0.63","2.27","21.01","38.36","35.18","71.24"
"2025-07-02",12,"1.12","2.28","22.16","39.91","35.57","69.43"
"2025-07-02",13,"1.63","2.19","22.62","40.44","35.48","69.09"
"2025-07-02",14,"1.59","2.61","19.55","34.00","33.42","75.94"
"2025-07-02",15,"1.98","1.75","20.07","34.87","34.83","73.34"
"2025-07-02",16,"1.54","2.08","19.57","34.14","33.36","77.42"
"2025-07-02",17,"1.58","2.07","17.98","31.42","30.23","86.69"
"2025-07-02",18,"1.53","0.83","16.69","28.55","28.98","92.72"
"2025-07-02",19,"1.41","1.27","18.09","31.24","28.94","93.13"
"2025-07-02",20,"1.29","1.50","18.06","31.14","28.74","93.10"
"2025-07-02",21,"1.18","0.77","18.80","32.34","28.45","95.61"
"2025-07-02",22,"1.16","0.90","19.16","32.93","28.54","94.85"
"2025-07-02",23,"1.07","1.26","21.75","37.64","28.73","94.39"
"2025-07-03",0,"1.17","1.76","20.81","35.88","28.76","95.29"
"2025-07-03",1,"1.26","1.72","22.36","38.60","28.70","95.66"
"2025-07-03",2,"1.27","1.19","25.02","43.16","28.55","96.39"
"2025-07-03",3,"1.29","1.22","24.39","42.06","28.50","96.79"
"2025-07-03",4,"1.27","1.12","23.63","40.68","28.41","97.81"
"2025-07-03",5,"1.31","0.97","24.33","41.97","28.32","98.30"
"2025-07-03",6,"1.41","1.01","24.47","42.28","28.37","97.89"
"2025-07-03",7,"1.68","1.05","23.45","40.51","30.13","91.78"
