"date","hour","so2","no2","pm25","pm10","ext_temp","ext_humi"
"2025-07-01",0,"4.42","2.50","35.07","61.27","27.99","95.06"
"2025-07-01",1,"4.31","2.18","34.23","59.74","27.92","95.45"
"2025-07-01",2,"4.47","2.58","29.34","50.69","27.55","95.41"
"2025-07-01",3,"4.20","2.79","27.00","46.87","27.25","96.18"
"2025-07-01",4,"4.18","2.21","26.13","45.51","27.34","96.45"
"2025-07-01",5,"4.07","1.64","23.96","41.80","27.48","96.02"
"2025-07-01",6,"3.93","1.41","22.43","39.11","27.55","95.62"
"2025-07-01",7,"6.63","0.95","26.64","46.89","28.98","91.49"
"2025-07-01",8,"4.87","2.69","24.14","42.19","30.08","87.25"
"2025-07-01",9,"5.94","3.90","26.05","45.81","31.67","81.29"
"2025-07-01",10,"6.44","4.62","29.02","52.76","32.42","78.83"
"2025-07-01",11,"7.03","4.37","28.53","50.73","32.48","78.66"
"2025-07-01",12,"7.29","5.17","29.24","51.58","34.37","72.14"
"2025-07-01",13,"7.80","6.41","31.41","55.26","34.85","69.27"
"2025-07-01",14,"7.46","6.51","32.94","58.20","34.99","68.96"
"2025-07-01",15,"7.75","5.75","32.61","57.72","33.93","72.51"
"2025-07-01",16,"7.26","5.21","33.48","59.64","33.85","73.03"
"2025-07-01",17,"6.83","4.08","34.29","60.50","32.75","75.53"
"2025-07-01",18,"5.74","2.29","34.49","64.93","39.40","80.42"
"2025-07-01",19,"5.53","1.88","36.48","66.24","30.37","84.28"
"2025-07-01",20,"5.10","1.58","34.09","61.70","29.61","86.56"
"2025-07-01",21,"5.89","2.77","33.48","58.95","29.11","87.61"
"2025-07-01",22,"5.45","2.47","33.53","59.60","28.82","90.19"
"2025-07-01",23,"5.00","1.78","32.80","57.90","28.50","91.33"
"2025-07-02",0,"4.93","1.96","32.09","57.25","28.24","92.48"
"2025-07-02",1,"4.73","2.10","31.20","55.43","28.05","93.98"
"2025-07-02",2,"4.53","2.20","30.25","56.27","27.88","94.58"
"2025-07-02",3,"4.55","1.71","28.06","50.35","27.77","94.93"
"2025-07-02",4,"4.89","2.54","29.34","52.83","27.64","95.86"
"2025-07-02",5,"4.63","2.50","28.79","51.32","27.65","96.07"
"2025-07-02",6,"4.02","1.45","27.86","49.48","27.53","96.46"
"2025-07-02",8,"5.90","2.16","22.55","40.19","29.65","89.46"
"2025-07-02",9,"6.21","3.81","21.08","37.38","32.07","81.25"
"2025-07-02",10,"6.27","4.26","18.69","32.46","31.63","81.02"
"2025-07-02",11,"7.75","5.77","19.57","34.05","34.92","68.61"
"2025-07-02",12,"8.68","7.55","19.93","35.32","35.66","66.33"
"2025-07-02",13,"7.82","6.79","19.57","34.85","36.41","62.83"
"2025-07-02",14,"9.49","7.95","20.29","35.91","37.24","61.24"
"2025-07-02",15,"8.50","8.04","20.65","37.55","35.31","67.34"
"2025-07-02",16,"7.32","3.13","19.27","33.36","31.23","84.78"
"2025-07-02",17,"6.79","2.60","20.39","35.40","30.98","85.05"
"2025-07-02",18,"6.21","2.86","22.45","38.97","29.91","90.63"
"2025-07-02",19,"5.70","2.42","22.99","39.70","29.39","93.53"
"2025-07-02",20,"5.28","1.73","25.25","43.72","28.85","94.54"
"2025-07-02",21,"4.99","2.48","27.29","47.62","28.48","95.62"
"2025-07-02",22,"5.21","3.04","26.11","45.75","28.45","94.94"
"2025-07-02",23,"4.76","1.96","26.36","46.21","28.39","95.28"
"2025-07-03",0,"4.62","2.23","25.85","45.45","28.24","95.91"
"2025-07-03",1,"4.59","2.17","26.52","46.88","28.09","96.22"
"2025-07-03",2,"4.44","2.40","25.97","45.95","27.96","96.48"
"2025-07-03",3,"4.50","2.44","26.96","47.61","27.86","96.82"
"2025-07-03",4,"4.19","1.85","28.42","50.26","27.89","96.81"
"2025-07-03",5,"4.33","2.04","29.84","52.92","27.81","96.94"
"2025-07-03",6,"3.87","2.07","29.98","53.07","27.78","97.04"
"2025-07-03",7,"7.75","2.10","35.33","62.64","28.57","96.02"
"2025-07-03",8,"6.05","2.79","25.73","45.88","30.55","89.39"
"2025-07-03",9,"6.88","4.26","22.73","40.60","32.77","79.31"
"2025-07-03",10,"7.01","4.95","21.95","38.51","32.77","79.63"
"2025-07-03",11,"5.09","2.62","21.03","36.72","30.00","87.91"
"2025-07-03",12,"7.14","2.89","21.49","37.17","32.46","80.22"
"2025-07-03",13,"7.98","5.00","23.84","41.04","34.54","72.91"
"2025-07-03",14,"8.00","6.49","27.32","46.86","35.41","69.01"
"2025-07-03",15,"7.09","5.21","29.71","52.31","32.87","77.57"
"2025-07-03",16,"6.59","2.30","33.58","60.90","31.54","84.17"
"2025-07-03",17,"6.36","2.08","34.17","62.14","30.86","87.84"
"2025-07-03",18,"5.75","1.56","31.37","55.91","30.38","89.11"
"2025-07-03",19,"5.49","2.14","29.51","53.40","29.73","91.01"
"2025-07-03",20,"5.23","1.88","29.71","53.30","29.14","92.44"
"2025-07-03",21,"5.03","1.86","27.20","48.48","29.05","92.15"
"2025-07-03",22,"4.78","1.85","27.07","48.65","28.96","92.21"
"2025-07-03",23,"4.53","1.75","29.51","56.16","28.97","93.11"
"2025-07-04",0,"4.60","2.06","32.29","60.44","28.84","94.13"
"2025-07-04",1,"4.57","2.08","34.04","64.00","28.63","95.16"
"2025-07-04",2,"4.74","2.45","33.94","60.74","28.50","95.81"
"2025-07-04",3,"4.48","2.42","29.33","51.49","28.39","96.18"
"2025-07-04",4,"4.33","2.05","28.13","49.13","28.16","94.66"
"2025-07-04",5,"4.28","2.33","28.43","49.48","27.97","95.42"
"2025-07-04",6,"3.93","2.02","29.33","51.74","27.93","95.83"
"2025-07-04",7,"5.14","3.23","31.30","54.43","29.02","92.51"
"2025-07-04",8,"5.50","2.75","30.97","53.87","30.52","87.40"
"2025-07-04",9,"5.96","3.52","30.93","53.80","31.98","81.77"
"2025-07-04",10,"6.96","4.53","32.55","57.59","32.30","80.72"
"2025-07-04",11,"5.84","2.92","35.23","62.47","31.58","83.72"
"2025-07-04",12,"5.88","2.32","39.99","72.17","30.93","87.41"
"2025-07-04",13,"5.96","1.92","40.55","70.42","30.77","88.91"
"2025-07-04",14,"5.88","2.29","34.57","59.99","30.36","87.70"
"2025-07-04",15,"7.04","3.71","29.09","50.52","32.97","77.26"
